AcclerometerX,AcclerometerY,AcclerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,MagnetometerX,MagnetometerY,MagnetometerZ,Roll,Pitch,Yaw
-9.697011,0.028732,0.445344,0.036046,0.001972,0.037727,21.8987,48.321926,-38.702404,-0.48,-0.45,-0.96
-9.7018,-0.004789,0.440556,0.033383,-0.002023,0.023878,21.8987,48.321926,-38.702404,-0.48,-0.46,-0.96
-9.7018,-0.004789,0.440556,0.033383,-0.002023,0.023878,21.8987,48.321926,-38.702404,-0.48,-0.46,-0.97
-9.692223,0.019155,0.469287,0.034049,0.00064,0.024411,21.8987,48.321926,-38.702404,-0.49,-0.46,-0.97
-9.697011,0.014366,0.45971,0.034315,-0.000691,0.02774,21.8987,48.321926,-38.702404,-0.49,-0.47,-0.98
-9.697011,0.014366,0.45971,0.034315,-0.000691,0.02774,21.8987,48.321926,-38.702404,-0.49,-0.47,-0.98
-9.692223,0.023943,0.469287,0.033916,0.000241,0.020682,21.8987,48.321926,-38.702404,-0.5,-0.47,-0.99
-9.697011,0.004789,0.474076,0.034582,0.001839,0.01722,21.8987,48.321926,-38.702404,-0.5,-0.48,-0.99
-9.697011,0.004789,0.474076,0.034582,0.001839,0.01722,21.8987,48.321926,-38.702404,-0.5,-0.48,-1
-9.697011,0.004789,0.464499,0.034049,0.00104,0.02774,21.8987,48.321926,-38.702404,-0.5,-0.48,-1
-9.711378,0.038309,0.445344,0.03365,-0.000558,0.02015,22.803606,52.122528,-39.928272,-0.51,-0.48,-1.01
-9.711378,0.038309,0.445344,0.03365,-0.000558,0.02015,22.803606,52.122528,-39.928272,-0.51,-0.49,-1.01
-9.706589,-0.009577,0.435767,0.03325,-0.000957,0.007633,22.803606,52.122528,-39.928272,-0.51,-0.49,-1.02
-9.687434,-0.009577,0.469287,0.034315,0.001839,0.011494,22.803606,52.122528,-39.928272,-0.52,-0.49,-1.03
-9.677857,0,0.450133,0.033916,0.000774,0.01216,22.803606,52.122528,-39.928272,-0.52,-0.5,-1.03
-9.677857,0,0.450133,0.033916,0.000774,0.01216,22.803606,52.122528,-39.928272,-0.52,-0.5,-1.04
-9.697011,0.009577,0.488442,0.03365,-0.003754,0.031335,22.803606,52.122528,-39.928272,-0.52,-0.5,-1.04
-9.711378,0.023943,0.445344,0.034315,0.002372,0.031868,22.803606,52.122528,-39.928272,-0.53,-0.5,-1.05
-9.711378,0.023943,0.445344,0.034315,0.002372,0.031868,22.803606,52.122528,-39.928272,-0.53,-0.51,-1.05
-9.697011,0.009577,0.45971,0.032584,-0.002555,0.016554,23.346548,50.855659,-36.951164,-0.53,-0.51,-1.06
-9.673069,0.014366,0.435767,0.03365,-0.000824,0.016821,23.346548,50.855659,-36.951164,-0.54,-0.51,-1.06
